// Custom Mob Skill Database
//
// Structure of Database:
// MobID,Dummy value (info only),State,SkillID,SkillLv,Rate,CastTime,Delay,Cancelable,Target,Condition type,Condition value,val1,val2,val3,val4,val5,Emotion,Chat
//
// RATE: the chance of the skill being casted when the condition is fulfilled (10000 = 100%).
// DELAY: the time (in milliseconds) before attempting to recast the same skill.
//
// STATE:
//	any (except dead) / idle (in standby) / walk (in movement) / dead (on killed) /
//	loot /attack / angry (like attack, except player has not attacked mob yet) /
//	chase (following target, after being attacked) / follow (following target,
//	without being attacked) / anytarget (attack+angry+chase+follow)
//
// TARGET:
//	target (current target) / self / friend / master / randomtarget (any enemy within skill's range)
//
//	The following are for ground-skills, a random target tile is selected from the specified area:
//	    around1 (3x3 area around self) / around2 (5x5 area around self) /
//	    around3 (7x7 area around self) / around4 (9x9 area around self) /
//	    around5 (3x3 area around target) / around6 (5x5 area around target) /
//	    around7 (7x7 area around target) / around8 (9x9 area around target) /
//	    around = around4
//
// CONDITION:
//	always			Unconditional (no condition value).
//	onspawn			When mob spawns/respawns (no condition value).
//	myhpltmaxrate		When mob's HP drops to the specified %.
//	myhpinrate		When mob's HP is in a certain % range (condition value = lower bound, val1 = upper bound).
//	mystatuson		If mob has the specified abnormality in status.
//	mystatusoff		If mob has ended the specified abnormality in status.
//	friendhpltmaxrate	When mob's friend's HP drops to the specified %.
//	friendhpinrate		When mob's friend's HP is in a certain % range (condition value = lower bound, val1 = upper bound).
//	friendstatuson		If friend has the specified abnormality in status.
//	friendstatusoff		If friend has ended the specified abnormality in status.
//	attackpcgt		When attack PCs become greater than specified number.
//	attackpcge		When attack PCs become greater than or equal to the specified number.
//	slavelt			When number of slaves is less than the original specified number.
//	slavele			When number of slaves is less than or equal to the original specified number.
//	closedattacked		When close range melee attacked (no condition value).
//	longrangeattacked	When long range attacked, ex. bows, guns, ranged skills (no condition value).
//	skillused		When the specified skill is used on the mob.
//	afterskill		After mob casts the specified skill.
//	casttargeted		When a target is in cast range (no condition value).
//	rudeattacked		When mob is rude attacked (no condition value).
//	mobnearbygt		When monsters in range become greater than specified number.
//	groundattacked		When mob is hit by ground targeted skill (no condition value).
//	damagedgt		When single attack deals greater damage than specified number.
//	alchemist		When mob has a special AI, is not trickcasting, and is wounded (no condition value).
//	trickcasting		Used once mob started moving through NPC_RANDOMMOVE until disabled (no condition value).
//
//	Status abnormalities specified through the statuson/statusoff system:
//	    anybad (any type of state change) / stone / freeze / stun / sleep /
//	    poison / curse / silence / confusion / blind / hiding / sight (unhidden)
//
// Note: if a negative MobID is provided, the skill will be treated as 'global':
//	-1: added for all boss types.
//	-2: added for all normal types.
//	-3: added for all mobs.


// MobID,Dummy value (info only),State,SkillID,SkillLv,Rate,CastTime,Delay,Cancelable,Target,Condition type,Condition value,val1,val2,val3,val4,val5,Emotion,Chat

// Faceworm Add
//30026,Celia Alde@NPC_WIDESTONE2,attack,759,5,800,1000,9000,no,self,always,,,,,,,,
//30026,Celia Alde@NPC_WIDEWEB,attack,721,1,2000,1000,9000,no,self,always,,,,,,,,
//30026,Celia Alde@NPC_WIDEWEB,chase,721,1,5000,1000,10000,no,self,always,,,,,,,,
//30026,Celia Alde@SA_DISPELL,attack,289,5,2000,250,10000,no,target,always,,,,,,,,
//30026,Celia Alde@SA_DISPELL,chase,289,5,500,250,20000,no,target,always,,,,,,,,
//30026,Celia Alde@EM_PSYCHIC_STREAM,chase,6517,5,10000,1000,10000,no,target,always,0,,,,,,,
//30026,Celia Alde@EM_ACTIVITY_BURN,attack,5367,3,800,500,10000,no,target,always,0,,,,,,,
//30027,Chen Liu@IQ_POWERFUL_FAITH,idle,5238,5,10000,1000,240000,no,self,always,0,,,,,,,
//30027,Chen Liu@SR_HOWLINGOFLION,attack,2517,5,2000,1000,10000,no,self,always,0,,,,,,16,
//30027,Chen Liu@AL_DECAGI,chase,30,10,1500,0,10000,yes,target,always,,,,,,,,
//30027,Chen Liu@IQ_BLAZING_FLAME_BLAST,chase,6519,5,2000,250,10000,no,target,always,0,,,,,,,
//30027,Chen Liu@IQ_JUDGE,idle,5247,5,10000,250,300000,no,self,always,0,,,,,,,
//30027,Chen Liu@IQ_THIRD_EXOR_FLAME,idle,5254,5,10000,250,300000,no,self,always,0,,,,,,,
//30027,Chen Liu@MO_EXTREMITYFIST,attack,271,5,4000,1000,9000,no,target,always,,,,,,,29,
//30027,Chen Liu@MO_FINGEROFFENSIVE,attack,267,5,2000,0,10000,no,target,always,0,,,,,,,
//30027,Chen Liu@SR_SKYNETBLOW,attack,2327,5,2000,0,5000,no,self,always,0,,,,,,,
//30027,Chen Liu@NPC_CHANGEUNDEAD,attack,348,3,800,500,20000,no,target,always,,,,,,,,
//30027,Chen Liu@NPC_CRITICALSLASH,attack,170,1,800,250,10000,no,target,always,,,,,,,,
//30027,Chen Liu@NPC_LEASH,attack,747,5,5000,250,40000,no,target,longrangeattacked,0,,,,,,30,
//30027,Chen Liu@NPC_SR_CURSEDCIRCLE,attack,730,3,800,500,30000,no,self,always,,,,,,,3,
//30027,Chen Liu@NPC_WIDEBLEEDING2,attack,756,4,2000,1000,9000,no,self,always,,,,,,,,
//30027,Chen Liu@NPC_WIDELEASH,idle,748,5,10000,250,5000,no,self,rudeattacked,0,,,,,,30,
//30027,Chen Liu@IQ_FIRM_FAITH,attack,5239,5,10000,250,240000,no,self,myhpltmaxrate,30,,,,,,,
//30027,Chen Liu@IQ_FIRST_FAITH_POWER,idle,5246,5,10000,250,300000,no,self,always,0,,,,,,,
//30027,Chen Liu@MO_BODYRELOCATION,chase,264,1,2000,500,10000,no,target,always,0,,,,,,,
//30027,Chen Liu@IQ_OLEUM_SANCTUM,attack,5241,5,15000,500,10000,no,self,always,0,,,,,,,
//30027,Chen Liu@IQ_EXPOSION_BLASTER,attack,5244,5,2000,0,0,yes,self,always,0,,,,,,,
//30027,Chen Liu@IQ_MASSIVE_F_BLASTER,attack,5243,5,1500,1000,10000,no,self,always,0,,,,,,6,
//30027,Chen Liu@IQ_BLAZING_FLAME_BLAST,attack,6519,5,1500,250,10000,no,target,always,0,,,,,,,
//30027,Chen Liu@SR_RAMPAGEBLASTER,attack,2332,5,2000,0,5000,no,self,always,0,,,,,,5,
//30027,Chen Liu@SR_GATEOFHELL,attack,2343,10,2000,1000,10000,no,target,always,0,,,,,,7,
//30027,Chen Liu@SR_EARTHSHAKER,attack,2328,5,2000,0,5000,no,self,always,0,,,,,,9,
//30027,Chen Liu@MO_TRIPLEATTACK,attack,263,10,3000,0,0,no,target,always,0,,,,,,,
//30027,Chen Liu@MO_INVESTIGATE,attack,266,5,2000,0,10000,no,target,always,0,,,,,,,
//30028,Gertie Wie@ABC_ABYSS_SLAYER,idle,5318,10,10000,1000,300000,no,self,always,0,,,,,,3,
//30028,Gertie Wie@ABC_UNLUCKY_RUSH,attack,5315,5,1500,0,10000,no,target,always,0,,,,,,,
//30028,Gertie Wie@ABC_CHAIN_REACTION_SHOT,attack,5316,5,1500,500,10000,no,target,always,0,,,,,,,
//30028,Gertie Wie@ABC_ABYSS_STRIKE,attack,5319,5,1500,1000,10000,no,target,always,0,,,,,,29,
//30028,Gertie Wie@ABC_ABYSS_SQUARE,attack,5321,5,1500,750,10000,no,target,always,0,,,,,,23,
//30028,Gertie Wie@ABC_ABYSS_SQUARE,attack,5321,5,3000,0,3000,no,target,always,0,,,,,,18,
//30028,Gertie Wie@ABC_DEFT_STAB,attack,5320,5,1500,0,10000,no,target,always,0,,,,,,,
//30028,Gertie Wie@ABC_CHASING_SHOT,chase,6514,5,10000,1000,10000,no,target,always,0,,,,,,7,
//30028,Gertie Wie@ABC_CHASING_SHOT,attack,6514,5,1500,500,10000,no,target,always,0,,,,,,7,
//30028,Gertie Wie@ABC_HIT_AND_SLIDING,attack,6512,5,1500,0,10000,no,target,always,0,,,,,,,
//30028,Gertie Wie@ABC_CHASING_BREAK,attack,6513,5,1500,0,10000,no,target,always,0,,,,,,,
//30028,Gertie Wie@AS_CLOAKING,attack,135,1,1500,0,10000,yes,self,always,,,,,,,,
//30028,Gertie Wie@AS_CLOAKING,chase,135,1,1500,0,10000,yes,self,always,,,,,,,,
//30028,Gertie Wie@AS_CLOAKING,idle,135,1,1500,0,10000,yes,self,always,,,,,,,,
//30028,Gertie Wie@NPC_AGIUP,attack,350,1,1500,0,100000,yes,self,always,,,,,,,,
//30028,Gertie Wie@NPC_CRITICALSLASH,attack,170,1,2000,250,10000,no,target,always,,,,,,,,
//30028,Gertie Wie@NPC_DARKPIERCING,idle,715,1,5000,500,10000,no,randomtarget,always,0,,,,,,,
//30028,Gertie Wie@NPC_LEASH,attack,747,5,5000,250,40000,no,target,longrangeattacked,0,,,,,,30,
//30028,Gertie Wie@NPC_PULSESTRIKE,attack,661,2,1500,1000,10000,no,self,always,,,,,,,,
//30028,Gertie Wie@NPC_VENOMFOG,attack,706,4,800,250,10000,no,self,always,,,,,,,,
//30028,Gertie Wie@NPC_WIDECONFUSE2,attack,762,3,800,1000,9000,no,self,always,,,,,,,,
//30028,Gertie Wie@NPC_WIDELEASH,idle,748,5,10000,250,5000,no,self,rudeattacked,0,,,,,,30,
//30028,Gertie Wie@ST_FULLSTRIP,attack,476,5,5000,500,60000,no,target,myhpltmaxrate,50,,,,,,,
//30028,Gertie Wie@NPC_STRIP_SHADOW,attack,778,6,5000,500,60000,no,target,always,,,,,,,30,
//30028,Gertie Wie@WZ_METEOR,attack,83,8,3000,0,1000,yes,target,myhpltmaxrate,30,,,,,,,
//30028,Gertie Wie@WZ_METEOR,attack,83,9,2000,0,2000,yes,target,always,0,,,,,,,
//30028,Gertie Wie@WZ_METEOR,attack,83,10,3000,0,5000,yes,target,always,0,,,,,,,
//30028,Gertie Wie@ABC_ABYSS_DAGGER,attack,5314,5,1500,0,10000,no,self,always,0,,,,,,,
//30028,Gertie Wie@ABC_FRENZY_SHOT,attack,5322,5,1500,0,10000,no,target,always,0,,,,,,6,
//30029,Alphoccio Basil@NPC_AGIUP,idle,350,5,10000,0,50000,yes,self,always,0,,,,,,,
//30029,Alphoccio Basil@NPC_ASSASSINCROSS,attack,2539,5,10000,0,180000,yes,self,always,0,,,,,,,
//30029,Alphoccio Basil@NPC_COMBOATTACK,attack,171,10,800,0,150000,yes,target,always,0,,,,,,,
//30029,Alphoccio Basil@NPC_COMBOATTACK,chase,171,10,5000,500,15000,no,target,always,0,,,,,,,
//30029,Alphoccio Basil@NPC_EARTHQUAKE_K,chase,750,6,5000,500,30000,no,self,always,0,,,,,,6,
//30029,Alphoccio Basil@NPC_LEASH,attack,747,5,5000,250,40000,no,target,longrangeattacked,0,,,,,,30,
//30029,Alphoccio Basil@NPC_PULSESTRIKE,attack,661,3,800,1000,10000,no,self,always,,,,,,,,
//30029,Alphoccio Basil@NPC_WIDEFREEZE2,attack,763,3,2500,1000,9000,no,self,always,,,,,,,,
//30029,Alphoccio Basil@NPC_WIDELEASH,idle,748,5,10000,250,5000,no,self,rudeattacked,0,,,,,,30,
//30029,Alphoccio Basil@TR_METALIC_FURY,attack,5356,5,1500,250,10000,no,target,always,0,,,,,,2,
//30029,Alphoccio Basil@TR_SOUNDBLEND,attack,5357,5,1500,500,10000,no,target,always,0,,,,,,,
//30029,Alphoccio Basil@TR_RHYTHMSHOOTING,attack,5355,5,1500,1000,10000,no,target,always,0,,,,,,5,
//30029,Alphoccio Basil@TR_RHYTHMICAL_WAVE,attack,6521,5,1500,500,10000,no,target,always,0,,,,,,2,
//30029,Alphoccio Basil@TR_ROSEBLOSSOM,attack,5353,5,1500,700,10000,no,target,always,0,,,,,,,
//30029,Alphoccio Basil@WM_SEVERE_RAINSTORM,chase,2418,5,1500,1000,10000,no,target,always,0,,,,,,3,
//30029,Alphoccio Basil@WM_REVERBERATION,attack,2414,5,1500,0,10000,no,target,always,0,,,,,,,
//30029,Alphoccio Basil@WZ_VERMILION,attack,85,10,1500,1000,10000,no,target,always,0,,,,,,,
//30029,Alphoccio Basil@WM_SEVERE_RAINSTORM,attack,2418,5,1500,1000,10000,no,target,always,0,,,,,,3,
//30030,Trentini@NPC_AGIUP,attack,350,5,10000,0,50000,yes,self,always,,,,,,,,
//30030,Trentini@NPC_COMBOATTACK,attack,171,5,800,0,150000,yes,target,always,0,,,,,,,
//30030,Trentini@NPC_COMBOATTACK,chase,171,5,5000,500,15000,no,target,always,0,,,,,,,
//30030,Trentini@NPC_DISSONANCE,attack,2540,3,1500,250,30000,no,self,always,0,,,,,,,
//30030,Trentini@NPC_EARTHQUAKE_K,chase,750,6,5000,500,30000,no,self,always,0,,,,,,6,
//30030,Trentini@NPC_LEASH,attack,747,5,5000,250,40000,no,target,longrangeattacked,0,,,,,,30,
//30030,Trentini@NPC_UGLYDANCE,attack,2541,5,1500,500,100000,no,self,always,0,,,,,,,
//30030,Trentini@NPC_WIDELEASH,idle,748,5,10000,250,5000,no,self,rudeattacked,0,,,,,,30,
//30030,Trentini@NPC_WIDESTUN2,attack,758,3,800,1000,9000,no,self,always,0,,,,,,,
//30030,Trentini@NPC_WINDATTACK,attack,187,10,1000,0,10000,yes,target,always,0,,,,,,,
//30030,Trentini@TR_METALIC_FURY,attack,5356,5,1500,250,10000,no,target,always,0,,,,,,2,
//30030,Trentini@TR_RHYTHMICAL_WAVE,attack,6521,5,1500,500,10000,no,target,always,0,,,,,,2,
//30030,Trentini@TR_RHYTHMSHOOTING,attack,5355,5,1500,1000,10000,no,target,always,0,,,,,,5,
//30030,Trentini@TR_ROSEBLOSSOM,attack,5353,5,1500,700,10000,no,target,always,0,,,,,,,
//30030,Trentini@TR_SOUNDBLEND,attack,5357,5,1500,500,10000,no,target,always,0,,,,,,,
//30030,Trentini@WM_REVERBERATION,attack,2414,5,1500,0,10000,no,target,always,0,,,,,,,
//30030,Trentini@WM_SEVERE_RAINSTORM,attack,2418,5,1500,1000,10000,no,target,always,0,,,,,,3,
//30030,Trentini@WM_SEVERE_RAINSTORM,chase,2418,5,1500,1000,10000,no,target,always,0,,,,,,3,
//30030,Trentini@WZ_METEOR,attack,83,10,1500,1000,10000,no,target,always,0,,,,,,,
//30031,Imperial Guard Randel@CR_AUTOGUARD,attack,249,5,800,0,30000,yes,self,always,,,,,,,32,
//30031,Imperial Guard Randel@CR_GRANDCROSS,attack,254,9,3000,750,9000,no,self,always,,,,,,,,
//30031,Imperial Guard Randel@CR_HOLYCROSS,attack,253,5,1000,0,10000,no,target,always,0,,,,,,,
//30031,Imperial Guard Randel@IG_ATTACK_STANCE,attack,5260,5,800,0,10000,no,self,always,0,,,,,,,
//30031,Imperial Guard Randel@IG_CROSS_RAIN,attack,5267,5,1500,500,10000,no,target,always,0,,,,,,3,
//30031,Imperial Guard Randel@IG_CROSS_RAIN,attack,5267,5,1500,500,10000,no,target,always,0,,,,,,3,
//30031,Imperial Guard Randel@IG_GRAND_JUDGEMENT,attack,5263,5,1500,500,10000,no,target,always,0,,,,,,3,
//30031,Imperial Guard Randel@IG_GRAND_JUDGEMENT,chase,5263,5,10000,500,10000,no,target,always,0,,,,,,3,
//30031,Imperial Guard Randel@IG_GUARD_STANCE,attack,5255,5,800,0,10000,no,self,always,0,,,,,,,
//30031,Imperial Guard Randel@IG_GUARDIAN_SHIELD,attack,5256,5,10000,1000,40000,no,self,always,0,,,,,,,
//30031,Imperial Guard Randel@IG_GUARDIAN_SHIELD,chase,5256,5,10000,1000,40000,no,self,always,0,,,,,,,
//30031,Imperial Guard Randel@IG_HOLY_SHIELD,attack,5262,5,10000,700,180000,no,self,always,0,,,,,,,
//30031,Imperial Guard Randel@IG_IMPERIAL_CROSS,attack,6504,5,1500,250,10000,no,target,always,0,,,,,,,
//30031,Imperial Guard Randel@IG_IMPERIAL_PRESSURE,attack,6505,5,1500,250,10000,no,target,always,0,,,,,,,
//30031,Imperial Guard Randel@IG_JUDGEMENT_CROSS,attack,5264,5,1500,1000,10000,no,target,always,0,,,,,,,
//30031,Imperial Guard Randel@IG_OVERSLASH,attack,5266,5,1500,250,10000,no,target,always,0,,,,,,,
//30031,Imperial Guard Randel@IG_RADIANT_SPEAR,attack,6503,5,1500,250,10000,no,target,always,0,,,,,,,
//30031,Imperial Guard Randel@IG_SHIELD_SHOOTING,attack,5265,5,1500,500,10000,no,target,always,,,,,,,9,
//30031,Imperial Guard Randel@IG_SHIELD_SHOOTING,chase,5265,5,10000,500,10000,no,target,always,,,,,,,9,
//30031,Imperial Guard Randel@LG_CANNONSPEAR,idle,2307,5,10000,0,2000,no,randomtarget,always,0,,,,,,,
//30031,Imperial Guard Randel@NPC_DARKCROSS,attack,338,9,800,500,9000,no,target,always,,,,,,,,
//30031,Imperial Guard Randel@NPC_DEFENDER,attack,205,5,5000,0,10000,yes,self,longrangeattacked,,,,,,,,
//30031,Imperial Guard Randel@NPC_GRANDDARKNESS,attack,339,9,3000,750,9000,no,self,attackpcge,2,,,,,,,
//30031,Imperial Guard Randel@NPC_POWERUP,attack,349,1,1500,0,100000,yes,self,always,,,,,,,,
//30031,Imperial Guard Randel@NPC_RAYOFGENESIS,attack,737,3,1500,1000,10000,no,self,myhpltmaxrate,30,,,,,,9,
//30031,Imperial Guard Randel@NPC_WIDELEASH,idle,748,5,10000,250,5000,no,self,rudeattacked,0,,,,,,30,
//30032,Biolo Flamel@AM_ACIDTERROR,attack,230,3,1500,500,10000,no,target,always,,,,,,,29,
//30032,Biolo Flamel@AM_ACIDTERROR,idle,230,1,10000,0,7000,yes,randomtarget,always,,,,,,,29,
//30032,Biolo Flamel@AM_DEMONSTRATION,attack,229,3,1500,500,10000,no,target,always,,,,,,,,
//30032,Biolo Flamel@AM_POTIONPITCHER,attack,231,5,5000,0,10000,yes,friend,friendhpltmaxrate,60,,,,,,5,
//30032,Biolo Flamel@AM_POTIONPITCHER,attack,231,5,5000,0,10000,yes,self,myhpltmaxrate,30,,,,,,5,
//30032,Biolo Flamel@AM_POTIONPITCHER,chase,231,5,5000,0,10000,yes,friend,friendhpltmaxrate,60,,,,,,5,
//30032,Biolo Flamel@AM_POTIONPITCHER,chase,231,5,5000,0,10000,yes,self,myhpltmaxrate,30,,,,,,5,
//30032,Biolo Flamel@AM_POTIONPITCHER,idle,231,4,10000,0,10000,yes,friend,friendhpltmaxrate,60,,,,,,5,
//30032,Biolo Flamel@AM_POTIONPITCHER,idle,231,4,10000,0,10000,yes,self,myhpltmaxrate,30,,,,,,5,
//30032,Biolo Flamel@BO_ACIDIFIED_ZONE_FIRE,chase,5343,3,1500,1000,10000,no,target,always,,,,,,,29,
//30032,Biolo Flamel@BO_ACIDIFIED_ZONE_FIRE,idle,5343,3,10000,0,7000,yes,randomtarget,always,,,,,,,29,
//30032,Biolo Flamel@BO_ACIDIFIED_ZONE_GROUND,chase,5341,3,1500,1000,10000,no,target,always,,,,,,,29,
//30032,Biolo Flamel@BO_ACIDIFIED_ZONE_GROUND,idle,5341,3,10000,0,7000,yes,randomtarget,always,,,,,,,29,
//30032,Biolo Flamel@BO_ACIDIFIED_ZONE_WATER,chase,5340,3,1500,1000,10000,no,target,always,,,,,,,29,
//30032,Biolo Flamel@BO_ACIDIFIED_ZONE_WATER,idle,5340,3,10000,0,7000,yes,randomtarget,always,,,,,,,29,
//30032,Biolo Flamel@BO_ACIDIFIED_ZONE_WIND,chase,5342,3,1500,1000,10000,no,target,always,,,,,,,29,
//30032,Biolo Flamel@BO_ACIDIFIED_ZONE_WIND,idle,5342,3,10000,0,7000,yes,randomtarget,always,,,,,,,29,
//30032,Biolo Flamel@BO_DUST_EXPLOSION,attack,6510,3,1500,250,10000,no,target,always,,,,,,,,
//30032,Biolo Flamel@BO_EXPLOSIVE_POWDER,attack,6005,3,2000,0,0,no,self,always,,,,,,,,
//30032,Biolo Flamel@BO_MAYHEMIC_THORNS,attack,6006,3,1500,500,10000,no,target,always,,,,,,,,
//30032,Biolo Flamel@BO_MAYHEMIC_THORNS,chase,6006,3,10000,500,10000,no,target,always,,,,,,,,
//30032,Biolo Flamel@BO_MYSTERY_POWDER,attack,6509,3,1500,250,10000,no,target,always,,,,,,,,
//30032,Biolo Flamel@BO_RESEARCHREPORT,idle,5347,1,10000,1000,150000,no,self,always,0,,,,,,5,
//30032,Biolo Flamel@NPC_AGIUP,attack,350,1,1500,0,100000,yes,self,always,,,,,,,,
//30032,Biolo Flamel@NPC_MANDRAGORA,attack,735,3,5000,1000,10000,no,self,always,,,,,,,,
//30032,Biolo Flamel@NPC_MAXPAIN,attack,716,9,1000,0,60000,no,self,myhpltmaxrate,30,,,,,,,
//30032,Biolo Flamel@NPC_MAXPAIN,idle,716,3,10000,1000,10000,no,target,rudeattacked,0,,,,,,,
//30032,Biolo Flamel@NPC_WIDESLEEP2,attack,760,3,2000,1000,10000,no,self,always,,,,,,,,
//30032,Biolo Flamel@NPC_WIDESTUN2,attack,758,3,2000,1000,10000,no,self,always,,,,,,,,
//30033,Elemental Master Celia@EM_ACTIVITY_BURN,attack,5367,3,800,500,10000,no,target,always,0,,,,,,,
//30033,Elemental Master Celia@EM_CONFLAGRATION,attack,5372,5,1500,1000,10000,no,target,always,0,,,,,,,
//30033,Elemental Master Celia@EM_DIAMOND_STORM,attack,5369,5,1500,1000,10000,no,target,always,0,,,,,,,
//30033,Elemental Master Celia@EM_LIGHTNING_LAND,attack,5370,5,1500,1000,10000,no,target,always,0,,,,,,,
//30033,Elemental Master Celia@EM_LIGHTNING_LAND,chase,5370,5,2000,1000,12000,no,target,always,,,,,,,,
//30033,Elemental Master Celia@EM_PSYCHIC_STREAM,attack,6517,5,2000,1000,10000,no,target,always,0,,,,,,,
//30033,Elemental Master Celia@EM_PSYCHIC_STREAM,chase,6517,5,10000,1000,10000,no,target,always,0,,,,,,,
//30033,Elemental Master Celia@EM_SPELL_ENCHANTING,idle,5366,5,10000,1000,240000,no,self,always,0,,,,,,2,
//30033,Elemental Master Celia@EM_TERRA_DRIVE,attack,5373,5,1500,1000,10000,no,target,always,0,,,,,,,
//30033,Elemental Master Celia@EM_VENOM_SWAMP,attack,5371,5,1500,1000,10000,no,target,always,0,,,,,,,
//30033,Elemental Master Celia@MG_SAFETYWALL,attack,12,10,800,0,10000,yes,self,always,,,,,,,,
//30033,Elemental Master Celia@MG_SIGHT,idle,10,1,10000,0,10000,yes,self,skillused,137,,,,,,,
//30033,Elemental Master Celia@MG_SIGHT,idle,10,1,1500,0,10000,yes,self,always,,,,,,,,
//30033,Elemental Master Celia@NPC_CLOUD_KILL,attack,739,5,2500,800,10000,no,target,always,0,,,,,,,
//30033,Elemental Master Celia@NPC_MENTALBREAKER,attack,159,3,500,250,10000,no,target,always,,,,,,,,
//30033,Elemental Master Celia@NPC_POISON_BUSTER,attack,742,2,800,1000,9000,no,target,always,0,,,,,,,
//30033,Elemental Master Celia@NPC_PSYCHIC_WAVE,attack,736,4,1500,1000,9000,no,target,always,,,,,,,,
//30033,Elemental Master Celia@NPC_PSYCHIC_WAVE,chase,736,2,5000,1000,12000,no,target,always,,,,,,,,
//30033,Elemental Master Celia@NPC_WIDELEASH,idle,748,5,10000,250,5000,no,self,rudeattacked,0,,,,,,30,
//30033,Elemental Master Celia@NPC_WIDESOULDRAIN,chase,680,4,2000,1000,9000,no,self,always,,,,,,,,
//30033,Elemental Master Celia@NPC_WIDESTONE2,attack,759,5,800,1000,9000,no,self,always,,,,,,,,
//30033,Elemental Master Celia@NPC_WIDEWEB,attack,721,1,2000,1000,9000,no,self,always,,,,,,,,
//30033,Elemental Master Celia@NPC_WIDEWEB,chase,721,1,5000,1000,10000,no,self,always,,,,,,,,
//30033,Elemental Master Celia@SA_DISPELL,attack,289,5,2000,250,10000,no,target,always,,,,,,,,
//30033,Elemental Master Celia@SA_DISPELL,chase,289,5,500,250,20000,no,target,always,,,,,,,,
//30034,Inquisitor Chen@AL_DECAGI,chase,30,10,1500,0,10000,yes,target,always,,,,,,,,
//30034,Inquisitor Chen@IQ_BLAZING_FLAME_BLAST,attack,6519,5,1500,250,10000,no,target,always,0,,,,,,,
//30034,Inquisitor Chen@IQ_BLAZING_FLAME_BLAST,chase,6519,5,2000,250,10000,no,target,always,0,,,,,,,
//30034,Inquisitor Chen@IQ_EXPOSION_BLASTER,attack,5244,5,2000,0,0,yes,self,always,0,,,,,,,
//30034,Inquisitor Chen@IQ_FIRM_FAITH,attack,5239,5,10000,250,240000,no,self,myhpltmaxrate,30,,,,,,,
//30034,Inquisitor Chen@IQ_FIRST_FAITH_POWER,idle,5246,5,10000,250,300000,no,self,always,0,,,,,,,
//30034,Inquisitor Chen@IQ_JUDGE,idle,5247,5,10000,250,300000,no,self,always,0,,,,,,,
//30034,Inquisitor Chen@IQ_MASSIVE_F_BLASTER,attack,5243,5,1500,1000,10000,no,self,always,0,,,,,,6,
//30034,Inquisitor Chen@IQ_OLEUM_SANCTUM,attack,5241,5,15000,500,10000,no,self,always,0,,,,,,,
//30034,Inquisitor Chen@IQ_POWERFUL_FAITH,idle,5238,5,10000,1000,240000,no,self,always,0,,,,,,,
//30034,Inquisitor Chen@IQ_THIRD_EXOR_FLAME,idle,5254,5,10000,250,300000,no,self,always,0,,,,,,,
//30034,Inquisitor Chen@MO_BODYRELOCATION,chase,264,1,2000,500,10000,no,target,always,0,,,,,,,
//30034,Inquisitor Chen@MO_EXTREMITYFIST,attack,271,3,4000,1000,9000,no,target,always,,,,,,,29,
//30034,Inquisitor Chen@MO_FINGEROFFENSIVE,attack,267,5,2000,0,10000,no,target,always,0,,,,,,,
//30034,Inquisitor Chen@MO_INVESTIGATE,attack,266,5,2000,0,10000,no,target,always,0,,,,,,,
//30034,Inquisitor Chen@MO_TRIPLEATTACK,attack,263,10,3000,0,0,no,target,always,0,,,,,,,
//30034,Inquisitor Chen@NPC_CHANGEUNDEAD,attack,348,3,800,500,20000,no,target,always,,,,,,,,
//30034,Inquisitor Chen@NPC_CRITICALSLASH,attack,170,1,800,250,10000,no,target,always,,,,,,,,
//30034,Inquisitor Chen@NPC_LEASH,attack,747,5,5000,250,40000,no,target,longrangeattacked,0,,,,,,30,
//30034,Inquisitor Chen@NPC_SR_CURSEDCIRCLE,attack,730,3,800,500,30000,no,self,always,,,,,,,3,
//30034,Inquisitor Chen@NPC_WIDEBLEEDING2,attack,756,4,2000,1000,9000,no,self,always,,,,,,,,
//30034,Inquisitor Chen@NPC_WIDELEASH,idle,748,5,10000,250,5000,no,self,rudeattacked,0,,,,,,30,
//30034,Inquisitor Chen@SR_EARTHSHAKER,attack,2328,5,2000,0,5000,no,self,always,0,,,,,,9,
//30034,Inquisitor Chen@SR_GATEOFHELL,attack,2343,10,2000,1000,10000,no,target,always,0,,,,,,7,
//30034,Inquisitor Chen@SR_HOWLINGOFLION,attack,2517,5,2000,1000,10000,no,self,always,0,,,,,,16,
//30034,Inquisitor Chen@SR_RAMPAGEBLASTER,attack,2332,5,2000,0,5000,no,self,always,0,,,,,,5,
//30034,Inquisitor Chen@SR_SKYNETBLOW,attack,2327,5,2000,0,5000,no,self,always,0,,,,,,,
//30035,Abyss Chaser Gertie@ABC_ABYSS_DAGGER,attack,5314,5,1500,0,10000,no,self,always,0,,,,,,,
//30035,Abyss Chaser Gertie@ABC_ABYSS_SLAYER,idle,5318,10,10000,1000,300000,no,self,always,0,,,,,,3,
//30035,Abyss Chaser Gertie@ABC_ABYSS_SQUARE,attack,5321,5,1500,750,10000,no,target,always,0,,,,,,23,
//30035,Abyss Chaser Gertie@ABC_ABYSS_SQUARE,attack,5321,5,3000,0,3000,no,target,always,0,,,,,,18,
//30035,Abyss Chaser Gertie@ABC_ABYSS_STRIKE,attack,5319,5,1500,1000,10000,no,target,always,0,,,,,,29,
